"ingredient_id","ingredient_name","category_id"
NL772,muối tiêu chanh,N02
NL773,Da heo,N09
NL774,Tai heo,N09
NL776,Mẻ,N02
NL778,Hành và thì là,N02
NL779,Nước cốt gừng,N02
NL780,Củ sen,N03
NL782,củ cải trăng,N03
NL783,susu,N02
NL784,cải thào,N02
NL785,tai vị,N02
NL786,quế,N02
NL787,vỏ quýt khô,N02
NL8,Nấm bạch linh,N08
NL79,Bột mì,N02
NL886,Nấm mồi,N08
NL791,Thịt bắp bò,N13
NL794,Gà ta khoảng,N06
NL795,Chôm chôm đã bóc bỏ vỏ và hạt,N02
NL796,Trứng muối,N02
NL797,Gàu bò,N13
NL798,Bánh phở,N10
NL799,ớt,N02
NL800,Muối hột,N02
NL802,Củ cải trắng nhỏ,N03
NL804,tương chua ngọt,N02
NL805,Mỡ,N02
NL806,Thịt ốc bươu đã bỏ đuôi,N17
NL808,Ba chỉ bò Úc,N13
NL810,Lá sen,N02
NL811,Hạt nêm nấm,N08
NL812,Đậu hủ trắng,N02
NL820,đuôi,N02
NL823,Đậu phộng sống,N02
NL82320,Hạt nêm thường,N19
NL825,Bắp vàng,N02
NL826,Tim heo,N09
NL828,Cải ngọt,N02
NL831,Bắp nếp,N02
NL83122,Súp miso miso,N19
NL832,Dừa nạo nước cốt,N02
NL834,Khoai môn cao,N02
NL836,Ăn tối kèm Bún tươi,N10
NL838,Rong nho tách nước,N02
NL83899,Bánh xếp kiểu nhật gyoza,N19
NL840,Canh khoai tím hột lựu,N02
NL846,Gầu bò,N13
NL847,Phở,N10
NL848,Táo,N02
NL849,Kiwi,N02
NL851,Bông so đũa,N02
NL852,Bông súng,N02
NL853,Kimchi ông Kim,N02
NL858,Cam vàng,N02
NL859,Khoai tây khoảng,N02
NL86,Lá dứa,N02
NL860,Củ dền,N03
NL861,Bắp Mĩ hạt,N02
NL863,Ba chỉ bò,N13
NL865,Gà da giòn Bình định chặt miếng,N06
NL867,Hạt mắc khén,N02
NL86711,Xả nước lạnh,N19
NL868,Hạt dổi,N02
NL872,Ba rọi heo,N09
NL874,Hoa súng,N02
NL875,Tắc to,N02
NL87674,Ăn kèm dưa leo,N19
NL879,Khoai tây nhỏ,N02
NL884,Ngưu bàng tươi,N02
NL89,Bí đỏ,N02
NL892,Bơ mè Tahini,N02
NL896,Sữa đặc,N02
NL903,Chà bông,N02
NL907,Bánh gạo,N12
NL911,Nho,N02
NL913,Mứt cam,N02
NL877,Ớt chuông,N02
NL790,Mắm tôm chua,N02
NL916,Cá Diêu hồng,N01
NL917,Dọc mùng,N02
NL92,Bột năng,N02
NL921,ngò om,N02
NL933,dầu đậu phộng,N02
NL935,Chuối chát,N02
NL939,Kim chi củ cải,N03
NL94,Phở sắn khô khoảng,N10
NL947,Bơ mềm,N02
NL951,Hẹ,N02
NL952,Lá cà ri,N02
NL955,Thịt cổ bò,N13
NL956,Rau càng cua,N08
NL965,Rau nhút,N08
NL966,Lá khổ qua rừnglá nhái,N02
NL974,Bánh hỏi,N02
NL989,bột cumin,N02
NL991,Hoa Atiso,N02
NL992,Thịt nạm bò,N13
NL995,sa tế chay,N02
NL998,Hoa chuối,N02
NL996,chao,N02
NL99441,Mì ramen,N19
NL984,Sò lông,N02
NL981,Bột cà ri,N02
