dish_id,dish_name,health_goal,calories,rag_context
M0799,Gà nướng bưởi xốt giấm,Dinh dưỡng cân bằng,290.0,"Món ăn: Gà nướng bưởi xốt giấm. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 290.0 kcal. Thời gian nấu: 10 phút. Độ khó: Dễ. Nguyên liệu chính: Thịt ức gà, Bưởi năm roi, nước mắm AJINOMOTO Giấm gạo lên men, Muối, Dầu ăn, Giấm gạo lên men của Aijnomoto, Nước nghệ tươi, Đường, Tỏi băm, Hành tây. Sơ chế: Thịt gà cắt lát dày 1cm, ướp 1M nước nghệ, 1/2m tiêu, 1m hạt nêm Aji-ngon®, để thấm. Bưởi bóc vỏ, tách thành tép nhỏ. Xà lách cắt nhỏ. Ớt, hành tây cắt sợi.. Các bước thực hiện: Xay nhuyễn hỗn hợp gồm: 1M Giấm gạo lên men LISA®, 3M nước, 1M đường, 1m muối, 2m tỏi băm, hành tây.Đun nóng chảo với 1M dầu ăn, sau đó áp chảo đến khi thịt gà chín vàng.
Xay nhuyễn hỗn hợp gồm: 1M Giấm gạo lên men LISA®, 3M nước, 1M đường, 1m muối, 2m tỏi băm, hành tây.
Đun nóng chảo với 1M dầu ăn, sau đó áp chảo đến khi thịt gà chín vàng.. Cách dùng: Xếp gà và bưởi tách miếng ra dĩa, trang trí thêm xà lách và tép bưởi, khi ăn rưới xốt lên trên.."
M0053,Gà nướng cỏ xạ hương,Dinh dưỡng cân bằng,290.0,"Món ăn: Gà nướng cỏ xạ hương. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 290.0 kcal. Thời gian nấu: 30 phút. Độ khó: Dễ. Nguyên liệu chính: Dầu olive, Mật ong, Tỏi, nước mắm AJINOMOTO Giấm gạo lên men, Măng tây, Cà rốt, Tiêu, Nước tương Phú Sĩ. Sơ chế: Cỏ xạ hương băm nhuyễn lấy 1m. Măng tây, cà rốt, hành tây cắt khúc, rắc chút muối tiêu, 1m cỏ xạ hương băm, 3M dầu olive, để thấm.. Các bước thực hiện: Làm sauce nướng:Giã 3 nhánh cỏ xạ hương, húng lủi với 1/2M muối hột, tỏi, giã nhuyễn rồi cho thêm 1m Nước tương “Phú Sĩ”, 1M Giấm gạo lên men LISA®, 1M mật ong, 1M dầu oliu thành hỗn hợp sauce nướng.Ướp: Ướp hỗn hợp sauce nướng vào thịt gà 10 phút. Đặt 1 nhánh cỏ xạ hương vào giữa miếng thịt, gập lại.Nướng: mở nóng lò 200 độ, sau đó đặt thịt và tất cả rau củ đã trộn vào nướng trong 30 phút.
Làm sauce nướng:Giã 3 nhánh cỏ xạ hương, húng lủi với 1/2M muối hột, tỏi, giã nhuyễn rồi cho thêm 1m Nước tương “Phú Sĩ”, 1M Giấm gạo lên men LISA®, 1M mật ong, 1M dầu oliu thành hỗn hợp sauce nướng.
Ướp: Ướp hỗn hợp sauce nướng vào thịt gà 10 phút. Đặt 1 nhánh cỏ xạ hương vào giữa miếng thịt, gập lại.
Nướng: mở nóng lò 200 độ, sau đó đặt thịt và tất cả rau củ đã trộn vào nướng trong 30 phút.. Cách dùng: Bày gà nướng cùng với rau củ ra dĩa, dùng kèm xốt gồm 4M Xốt Mayonnaise Aji-mayo®và 2M tương ớt.."
M0405,Gà nướng lá húng lủi,Dinh dưỡng cân bằng,340.0,"Món ăn: Gà nướng lá húng lủi. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 340.0 kcal. Thời gian nấu: 15 phút. Độ khó: Dễ. Nguyên liệu chính: Ớt bột, nước tắc, Hành tỏi băm, Dầu màu điều, Mật ong, Sữa đặc, bột cumin, Hạt nêm ajingon heo, Nước tương Phú Sĩ. Sơ chế: Gà cắt bỏ đầu, chân, cắt đôi phần ức gà, phần lưng giữ nguyên, dùng nĩa xăm đều lên phần ức và đùi gà. Ướp gà: cho vào tô hành tím băm, tỏi băm, 2M gừng băm, 2M cọng cần tàu cắt nhuyễn, 1M cọng ngò rí cắt nhuyễn, 1/4m màu gạch tôm với 2m bột cumin, 1M ớt bột , 1M hạt nêm Aji-ngon®, 2M mật ong, 2M nước tương “Phú Sĩ”, 2M màu dầu điều, 2M xốt Mayonnaise Aji-Mayo®, rắc lá húng lủi cắt nhuyễn lên gà (chừa lại 1m để pha xốt), cho gà vào ướp 20 phút cho thấm gia vị. Pha xốt chấm: 1M lá húng lủi cắt nhuyễn, 1M cọng ngò rí cắt nhuyễn, 1M nước tắc, 1m ớt bột, 1M sữa đặc, 3M xốt Mayonnaise Aji-Mayo®.. Các bước thực hiện: Dùng giấy bạc lót vào khay nướng, cho gà vào khay, đưa vào lò nướng nhiệt độ 185 độ C, thời gian 35 phút.
Dùng giấy bạc lót vào khay nướng, cho gà vào khay, đưa vào lò nướng nhiệt độ 185 độ C, thời gian 35 phút.. Cách dùng: Dùng kéo cắt gà ra thành miếng vừa ăn, xếp ra dĩa, chấm kèm với xốt chấm như ở trên.."
M0559,Gà nướng nấm linh chi,Tăng cân / Năng lượng cao,410.0,"Món ăn: Gà nướng nấm linh chi. Mục tiêu: Tăng cân / Năng lượng cao. Lượng calo: 410.0 kcal. Thời gian nấu: 25 phút. Độ khó: Dễ. Nguyên liệu chính: Cần Tây, Nấm linh chi, Cà rốt, Ức gà, Tiêu, Dầu ăn, Bơ, Nước tương Phú Sĩ, Hành tây băm. Sơ chế: Ức gà cắt sợi, ướp 1M hành tây băm, 1/2m hạt nêm Aji-ngon®, 1/2m tiêu, 1m nước tương “Phú Sĩ”. Cần tây và cà rốt cắt sợi.. Các bước thực hiện: Phi thơm 1M bơ và 1M hành tây, cho gà vào xào săn, thêm nấm linh chi, cà rốt, cần tây vào xào. Nêm thêm 1/2m tiêu, 1/2m hạt nêm Aji-ngon®, 1m nước tương “Phú Sĩ”.Tắt lửa. Cho thêm 1m xốt Mayonnaise Aji-Mayo® Ngọt Dịu vào trộn đều.Trải giấy bạc ra, cho nhân gà vào, trên cùng cho 1 lớp xốt Mayonnaise Aji-Mayo® Ngọt Dịu (dùng bao nylon tạo hình lưới cho lớp xốt mayonnaise). Cho vào lò nướng 10 phút cho thơm.
Phi thơm 1M bơ và 1M hành tây, cho gà vào xào săn, thêm nấm linh chi, cà rốt, cần tây vào xào. Nêm thêm 1/2m tiêu, 1/2m hạt nêm Aji-ngon®, 1m nước tương “Phú Sĩ”.Tắt lửa. Cho thêm 1m xốt Mayonnaise Aji-Mayo® Ngọt Dịu vào trộn đều.
Trải giấy bạc ra, cho nhân gà vào, trên cùng cho 1 lớp xốt Mayonnaise Aji-Mayo® Ngọt Dịu (dùng bao nylon tạo hình lưới cho lớp xốt mayonnaise). Cho vào lò nướng 10 phút cho thơm.. Cách dùng: Lấy gà nướng ra khỏi lò nướng, dọn món gà nướng ăn chung với cơm hoặc bánh mì.."
M1612,Gà nướng Teriyaki,Dinh dưỡng cân bằng,360.0,"Món ăn: Gà nướng Teriyaki. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 360.0 kcal. Thời gian nấu: 20 phút. Độ khó: Dễ. Nguyên liệu chính: Thịt gà má đùi, Bánh mì, trái dưa leo, Trái cà chua, Xà lách, Hành, Rượu nếp, ngò rí, Dầu ăn, Nước tương Phú Sĩ, Tỏi băm, Đường. Sơ chế: Thịt gà lọc bỏ xương, ướp với 1m đường, 1m rượu nếp, 2M nước tương “Phú Sĩ” và 1M hành, tỏi băm, để thấm 10 phút. Xà lách, ngò rí rửa sạch, để ráo. Dưa leo, cà chua cắt lát dày khoảng 0,5cm. Pha nước xốt: cho 1/3 chén rượu, 2/3 chén đường, 1/2 chén nước lọc và 1/2 chén nước tương “Phú Sĩ” vào tô, khuấy tan đường.. Các bước thực hiện: Đun nóng dầu, cho thịt gà vào nướng áp chảo đến khi vàng đều hai mặt thì cho nước xốt vào. Đậy nắp, đun nhỏ lửa đến khi nước sền sệt thì tắt bếp.Lấy thịt gà ra, cắt miếng vừa ăn.
Đun nóng dầu, cho thịt gà vào nướng áp chảo đến khi vàng đều hai mặt thì cho nước xốt vào. Đậy nắp, đun nhỏ lửa đến khi nước sền sệt thì tắt bếp.
Lấy thịt gà ra, cắt miếng vừa ăn.. Cách dùng: Xẻ dọc bánh mì, phết xốt Mayonnaise Aji-Mayo®vào hai mặt bên trong, sau đó xếp xà lách, cà chua, dưa leo, thịt gà và ngò rí vào. Cuối cùng cho xốt Mayonnaise Aji-Mayo®lên trên, kẹp lại.."
M2274,Gà nấu nấm,Dinh dưỡng cân bằng,230.0,"Món ăn: Gà nấu nấm. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 230.0 kcal. Thời gian nấu: 30 phút. Độ khó: Dễ. Nguyên liệu chính: Nấm hương, Thịt gà, Nấm rơm, Cà rốt, Bánh mì, Bột mì, Dầu ăn, Hành tím băm, Muối, Tiêu, Hạt nêm ajingon heo, Hành tây bi, Đường. Sơ chế: Đùi gà rửa sạch, chặt miếng vừa ăn, ướp với 1M hành tím băm, 2m hạt nêm Aji-ngon®, 1m muối, 1m đường và 1/2m tiêu, trộn đều, để thấm ít nhất 20 phút. Nấm hương ngâm nở, cắt bỏ chân, trụng sơ trong nước có nêm 1/2m hạt nêm Aji-ngon®, rồi ép ráo. Nấm rơm rửa sạch, chẻ đầu. Cà rốt tỉa hoa, cắt mỏng 3mm. Hành tây bi cắt đôi.. Các bước thực hiện: Phi thơm hành, rồi cho nấm rơm và hành tây vào xào, nêm 1/2m hạt nêm Aji-ngon®, 1/2m đường và 1/3m tiêu, đảo đều cho thấm gia vị.Lăn sơ thịt gà qua bột mì rồi chiên chín vàng. Nấu sôi nước dừa rồi cho gà vừa chiên vào, cho tiếp nấm hương và cà rốt vào nấu chín, nêm 1m hạt nêm Aji-ngon®, 1m đường, nấu khoảng 15 phút rồi cho hành tây và nấm rơm vào, nấu thêm 5 phút thì tắt bếp.
Phi thơm hành, rồi cho nấm rơm và hành tây vào xào, nêm 1/2m hạt nêm Aji-ngon®, 1/2m đường và 1/3m tiêu, đảo đều cho thấm gia vị.
Lăn sơ thịt gà qua bột mì rồi chiên chín vàng. Nấu sôi nước dừa rồi cho gà vừa chiên vào, cho tiếp nấm hương và cà rốt vào nấu chín, nêm 1m hạt nêm Aji-ngon®, 1m đường, nấu khoảng 15 phút rồi cho hành tây và nấm rơm vào, nấu thêm 5 phút thì tắt bếp.. Cách dùng: Múc gà ra dĩa sâu lòng, dùng nóng với bánh mì.."
M1759,Gà nấu đậu ngự,Dinh dưỡng cân bằng,320.0,"Món ăn: Gà nấu đậu ngự. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 320.0 kcal. Thời gian nấu: 30 phút. Độ khó: Dễ. Nguyên liệu chính: Đùi gà, Đậu ngự tươi, Hành tím, Đậu bi Hà Lan, Hành tây bi, Muối, Tiêu, Dầu ăn, Bột năng, Hạt nêm ajingon heo, ngò rí, Đường. Sơ chế: Đậu ngự bóc vỏ, chần sơ với ít nước, giữ lại nước này để nấu. Đậu bi luộc chín, vớt ra ngâm vào nước lạnh. Hành tím băm nhỏ, vắt lấy nước. Đùi gà rửa sạch, ướp với 1M nước hành tím, 1m muối, 1m hạt nêm Aji-ngon®, 1/2m tiêu. Dùng tăm xăm cho thịt gà dễ thấm gia vị. Cà rốt gọt vỏ, tỉa hoa, cắt lát dày 3mm. Hành tây bi bóc vỏ, để nguyên củ.. Các bước thực hiện: Đun nóng dầu, cho gà vào chiên sơ rồi cho xốt cà chua vào, để lửa nhỏ cho thấm gia vị. Thêm nước dừa, nước luộc đậu ngự và cà rốt vào nấu chín. Cho đậu bi, đậu ngự và hành tây vào, nêm 1/2m muối, 1m hạt nêm Aji-ngon®, 1m đường và 4M nước bột năng nấu cho nước sánh lại rồi tắt bếp.
Đun nóng dầu, cho gà vào chiên sơ rồi cho xốt cà chua vào, để lửa nhỏ cho thấm gia vị. Thêm nước dừa, nước luộc đậu ngự và cà rốt vào nấu chín. Cho đậu bi, đậu ngự và hành tây vào, nêm 1/2m muối, 1m hạt nêm Aji-ngon®, 1m đường và 4M nước bột năng nấu cho nước sánh lại rồi tắt bếp.. Cách dùng: Múc gà ra tô, rắc tiêu và ngò rí lên trên, ăn kèm bánh mì và chấm muối tiêu chanh.."
M0178,Gà om kiểu hoa,Dinh dưỡng cân bằng,280.0,"Món ăn: Gà om kiểu hoa. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 280.0 kcal. Thời gian nấu: 15 phút. Độ khó: Dễ. Nguyên liệu chính: Hành boaro, Gừng, Kỷ tử, tiêu xanh, Tỏi, Rượu vodka, Dầu hào, Nước tương Phú Sĩ, Ớt khô, Đường. Sơ chế: Cánh gà chặt làm 3. Tỏi bóc vỏ cắt làm 4. Hành tím nhỏ bóc vỏ, đập sơ. Hành boaro cắt khúc 4cm. Gừng cắt lát mỏng. Hành tây cắt lát mỏng. Tiêu xanh lấy hạt Chiên sơ tỏi và cánh gà. Ướp gà với:2m đường, 1m Hạt nêm Aji-ngon®GÀ, 1/2m Bột ngọt AJI-NO-MOTO®.. Các bước thực hiện: Phi thơm hành tím, boaro, gừng và ớt khô, cho gà vào xào sơ rồi cho 2M rượu vodka, đốt rượu.Lót hành tây ở đáy nồi, xếp cánh gà lên trên, nêm 5M nước tương “Phú Sĩ”, 2M dầu hào và 1/2 chén nước. Rắc tỏi chiên, kỷ tử và tiêu xanh, đậy giấy bạc lên mặt nồi, đậy nắp, om nhỏ lửa 25 phút.
Phi thơm hành tím, boaro, gừng và ớt khô, cho gà vào xào sơ rồi cho 2M rượu vodka, đốt rượu.
Lót hành tây ở đáy nồi, xếp cánh gà lên trên, nêm 5M nước tương “Phú Sĩ”, 2M dầu hào và 1/2 chén nước. Rắc tỏi chiên, kỷ tử và tiêu xanh, đậy giấy bạc lên mặt nồi, đậy nắp, om nhỏ lửa 25 phút.. Cách dùng: Dùng nóng với cơm trắng.Món ăn ngon đi kèm:Canh cua khổ qua."
M1715,Gà quay xốt kem nấm,Dinh dưỡng cân bằng,360.0,"Món ăn: Gà quay xốt kem nấm. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 360.0 kcal. Thời gian nấu: 25 phút. Độ khó: Dễ. Nguyên liệu chính: Gà ta, Nấm kim châm, Kem tươi, Sữa tươi không đường, Lòng đỏ trứng gà, Muối, bột cam thảo, bột sa cương, Tiêu, Dầu, Hạt nêm ajingon heo, Hành tây, Đường. Sơ chế: Trộn đều 1/2m hạt nêm Aji-ngon®, 1/2m muối, 1m bột ngọt AJI-NO-MOTO®, 1m bột cam thảo, 1m bột sa cương, 1/3m tiêu, nước cốt hành tỏi , thoa đều hỗn hợp lên gà, dùng dao khứa vài đường trên thịt gà,  để gà thấm khoảng 3h. Nấm kim châm cắt làm 3 khúc. Hành tây cắt hạt lựu.. Các bước thực hiện: Đem gà nướng khoảng 35 phút đến 45 phút, ở nhiệt độ 180 độ C đến 200 độ C cho gà chín vàng đều.Đun nóng dầu ăn, cho hành tây vào xào thơm, rồi cho nấm hành lá vào xào chín, lần lượt cho 1 chén sữa tươi, 2 chén kem tươi, 1m hạt nêm Aji-ngon®, 1m đường, ít tiêu và khuấy đều, đun sôi đến khi xốt hơi sệt lại, tắt lửa, cho lòng đỏ trứng vào.
Đem gà nướng khoảng 35 phút đến 45 phút, ở nhiệt độ 180 độ C đến 200 độ C cho gà chín vàng đều.
Đun nóng dầu ăn, cho hành tây vào xào thơm, rồi cho nấm hành lá vào xào chín, lần lượt cho 1 chén sữa tươi, 2 chén kem tươi, 1m hạt nêm Aji-ngon®, 1m đường, ít tiêu và khuấy đều, đun sôi đến khi xốt hơi sệt lại, tắt lửa, cho lòng đỏ trứng vào.. Cách dùng: Gà chặt thành từng miếng vừa ăn, khi ăn rưới xốt nấm lên mặt gà. Ăn kèm với xôi chiên phồng.."
M0439,Gà ram gừng,Dinh dưỡng cân bằng,360.0,"Món ăn: Gà ram gừng. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 360.0 kcal. Thời gian nấu: 20 phút. Độ khó: Dễ. Nguyên liệu chính: Thịt gà, Nước mắm, Hành lá, Muối, Dầu ăn, Hành tím, Tỏi, Ớt sừng, Đường. Sơ chế: Gừng non cắt lát, 1 ít băm nhỏ. Ớt sừng cắt miếng 2cm. Hành tím, tỏi bằm nhỏ. Hành lá cắt khúc Thịt gà chặt miếng 3cm, ướp với 1/2m muối, 1/2m hạt nêm Aji-ngon®, 1 ít nước mắm, gừng băm, và hành tỏi băm, để thấm 5-10 phút.. Các bước thực hiện: Cho 1 ít dầu và 1M đường vào chảo, nấu đến khi đường ngả vàng. Sau đó xào thêm gừng, rồi cho thịt gà vào xào săn với lửa lớn, thêm 1/2 chén nước sôi, giảm lửa, đậy vung thỉnh thoảng đảo đều cho gà thơm.
Cho 1 ít dầu và 1M đường vào chảo, nấu đến khi đường ngả vàng. Sau đó xào thêm gừng, rồi cho thịt gà vào xào săn với lửa lớn, thêm 1/2 chén nước sôi, giảm lửa, đậy vung thỉnh thoảng đảo đều cho gà thơm.. Cách dùng: Múc thịt gà ra dĩa, cho thêm ít  ớt sừng xắt miếng và hành lá lên trên mặt. Ăn với cơm.."
M1727,Gà rang muối,Dinh dưỡng cân bằng,320.0,"Món ăn: Gà rang muối. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 320.0 kcal. Thời gian nấu: 30 phút. Độ khó: Dễ. Nguyên liệu chính: Gà ta, Lá chanh, Lòng đỏ trứng gà, Gạo nếp, Sả cây, Nước mắm, Muối hột, Tiêu, Bột năng, Dầu ăn, Hạt nêm ajingon heo. Sơ chế: Thịt gà chặt miếng vừa ăn, ướp với 1/2m hạt nêm Aji-ngon®, 1/2m bột ngọt AJI-NO-MOTO®, 1m nước mắm, ít tiêu, lòng đỏ trứng gà, 1m dầu ăn, trộn đều, rồi để trong tủ lạnh 30 phút cho thấm. Sả cây cắt khúc đập dập, chẻ thành sợi mỏng. Gừng, lá chanh cắt sợi nhuyễn.. Các bước thực hiện: Làm muối: Gạo nếp, đậu xanh ngâm nước 10 – 15 phút, vớt ra, để ráo nước. Bắc chảo lên, cho lần lượt gạo nếp, đậu xanh vào rang chín thơm. Cho gạo nếp, đậu xanh, 1m muối hột vào xay nhỏ (không xay quá mịn).Đun nóng dầu ăn, cho lần lượt cho sả, gừng, lá chanh vào chiên giòn, vớt ra để ráo dầu. Tiếp tục cho gà tẩm qua bột năng cho vào chảo chiên chín vàng, vớt ra thấm bớt dầu, rồi cho muối vào xóc đều để muối tẩm đều bên ngoài thịt gà.
Làm muối: Gạo nếp, đậu xanh ngâm nước 10 – 15 phút, vớt ra, để ráo nước. Bắc chảo lên, cho lần lượt gạo nếp, đậu xanh vào rang chín thơm. Cho gạo nếp, đậu xanh, 1m muối hột vào xay nhỏ (không xay quá mịn).
Đun nóng dầu ăn, cho lần lượt cho sả, gừng, lá chanh vào chiên giòn, vớt ra để ráo dầu. Tiếp tục cho gà tẩm qua bột năng cho vào chảo chiên chín vàng, vớt ra thấm bớt dầu, rồi cho muối vào xóc đều để muối tẩm đều bên ngoài thịt gà.. Cách dùng: Cho gà ra dĩa, thêm gừng, sả, lá chanh lên, khi ăn trộn đều.."
M0794,Gà rim nước tương cà,Dinh dưỡng cân bằng,270.0,"Món ăn: Gà rim nước tương cà. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 270.0 kcal. Thời gian nấu: 45 phút. Độ khó: Dễ. Nguyên liệu chính: Cánh gà, Hành tím băm, Cà chua, ngò rí, Dưa leo, Muối, Tiêu, Xốt cà chua, Dầu ăn, Nước tương LISA, Gừng sợi, Ớt sừng, Ơt sợi, Ớt sừng băm ăn kèm xà lách, Đường. Sơ chế: Cánh gà chặt vừa ăn, ướp 1M hành tím băm, 1M gừng sợi, 1m hạt nêm Aji-ngon, 1/2m muối, 1/2m tiêu và 1/2M Nước tương LISA, để thấm. Cà chua bỏ hạt, băm nhỏ. Ơt hiểm đập dập. Xà lách, dưa leo rửa sạch, cắt lát, xếp ra dĩa.. Các bước thực hiện: Đun nóng 4-5M dầu, áp chảo gà cho săn, đổ dầu dư ra chén.Cho 1M hành tím vào với gà, cho thêm cà chua băm, nêm 1M xốt cà chua, 1/2M đường, 1M Nước tương LISA, 1/2 chén nước, ớt hiểm, nấu sôi 2 phút, rim lửa vừa đến khi gà thấm gia vị là được.
Đun nóng 4-5M dầu, áp chảo gà cho săn, đổ dầu dư ra chén.
Cho 1M hành tím vào với gà, cho thêm cà chua băm, nêm 1M xốt cà chua, 1/2M đường, 1M Nước tương LISA, 1/2 chén nước, ớt hiểm, nấu sôi 2 phút, rim lửa vừa đến khi gà thấm gia vị là được.. Cách dùng: Trình bày món ăn ra dĩa, thêm ớt sợi, gừng sợi và ngò rí. Dùng nóng với cơm hoặc bánh mì, ăn kèm xà lách, dưa leo.."
M2357,Gà tây cuộn hạt sen,Dinh dưỡng cân bằng,300.0,"Món ăn: Gà tây cuộn hạt sen. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 300.0 kcal. Thời gian nấu: 30 phút. Độ khó: Dễ. Nguyên liệu chính: Mỡ heo chay, Giò sống, Thịt nguội, Hành lá, Xà lách, Tiêu, Dầu ăn, Hạt nêm ajingon heo, Nước tương Phú Sĩ, Rượu Brandy, Đường, Hành tây băm. Sơ chế: Luộc hạt sen trong nước có 1/2m muối, sau đó vớt ra, cắt nhỏ. Đùi gà rút xương, để da, lạng mỏng, dùng búa đập cho thịt dày còn 5mm, ướp với 1m hạt nêm Aji-ngon® và 1/2m muối. Phần thịt còn lại băm nhuyễn. Mỡ heo băm nhuyễn. Xà lách rửa sạch, để ráo. Hành lá xắt nhỏ. Trộn nhân: cho hạt sen, thịt gà, mỡ heo, giò sống, hành lá và cà rốt vào quết đều, thêm 1m rượu Brandy, 1/2m muối, 1/2m tiêu và 1m hạt nêm Aji-ngon®.. Các bước thực hiện: Pha hỗn hợp gia vị: trộn đều 1M nước tương Phú Sĩ với 1M nước và 1M đường.Xếp 1 lát thịt nguội lên miếng thịt gà, cho nhân vào giữa, cuộn tròn rồi dùng dây buộc lại. Chiên cuộn gà vàng đều các mặt với ít dầu.Cho gà vào lò, vừa nướng vừa phết hỗn hợp gia vị lên mặt đến khi cuộn gà chín, có màu vàng nâu đẹp.Làm xốt: Xào thơm hành tây, thêm 1 chén nước, 1m hạt nêm Aji-ngon®, 1m đường, 1/2M nước tương Phú Sĩ, 1/2m tiêu và muối nấu nhỏ lửa đến khi cạn sệt.
Pha hỗn hợp gia vị: trộn đều 1M nước tương Phú Sĩ với 1M nước và 1M đường.
Xếp 1 lát thịt nguội lên miếng thịt gà, cho nhân vào giữa, cuộn tròn rồi dùng dây buộc lại. Chiên cuộn gà vàng đều các mặt với ít dầu.
Cho gà vào lò, vừa nướng vừa phết hỗn hợp gia vị lên mặt đến khi cuộn gà chín, có màu vàng nâu đẹp.
Làm xốt: Xào thơm hành tây, thêm 1 chén nước, 1m hạt nêm Aji-ngon®, 1m đường, 1/2M nước tương Phú Sĩ, 1/2m tiêu và muối nấu nhỏ lửa đến khi cạn sệt.. Cách dùng: Cắt bỏ chỉ buộc, cắt gà thành từng khoanh vừa ăn, dùng kèm với xốt hành tây và rau xà lách.."
M1423,Gà viên xốt cà ri,Dinh dưỡng cân bằng,300.0,"Món ăn: Gà viên xốt cà ri. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 300.0 kcal. Thời gian nấu: 30 phút. Độ khó: Dễ. Nguyên liệu chính: Ba rọi, Nước cốt dừa, Cà chua bi, Ức gà, Tiêu, Cà ri dầu, Dầu ăn, Bột xù, Hạt nêm ajingon heo, Sả cây, Ớt sừng, Hành tây, Đường. Sơ chế: Ức gà và thịt ba rọi cắt miếng nhỏ, xay hoặc băm nhuyễn. Lácà ricắt nhuyễn. Hành tây cắt múi cau nhỏ. Cà chua bi cắt đôi. Ớt sừng bỏ hạt, cắt hình thoi. Sả cây đập dập, cắt khúc 2cm.. Các bước thực hiện: Trộn đều thịt ức gà,thịt ba rọivà 1m lá cà ri băm nhuyễn, nêm 2m hạt nêm Aji-ngon®, 1/4m bột ngọt AJI-NO-MOTO®, 1/2m đường, 1/2M cà ri dầu, ít tiêu và 2M bột xù vào, quết đều, rồi vo viên tròn.Đun nóng 1M dầu ăn, cho sả cây vào xào thơm, rồi cho 2 chén nước vào nấu sôi, tiếp tục cho thịt gà viên vào, nấu vài phút rồi thêm cà chua, hành tây và ớt sừng vào, nêm 2m hạt nêm Aji-ngon®, 1/2m đường, 1.5M cà ri dầu và 1/2 chén nước cốt dừa, nếm vị vừa ăn, nấu cho nước hơi sánh sệt, tắt lửa.
Trộn đều thịt ức gà,thịt ba rọivà 1m lá cà ri băm nhuyễn, nêm 2m hạt nêm Aji-ngon®, 1/4m bột ngọt AJI-NO-MOTO®, 1/2m đường, 1/2M cà ri dầu, ít tiêu và 2M bột xù vào, quết đều, rồi vo viên tròn.
Đun nóng 1M dầu ăn, cho sả cây vào xào thơm, rồi cho 2 chén nước vào nấu sôi, tiếp tục cho thịt gà viên vào, nấu vài phút rồi thêm cà chua, hành tây và ớt sừng vào, nêm 2m hạt nêm Aji-ngon®, 1/2m đường, 1.5M cà ri dầu và 1/2 chén nước cốt dừa, nếm vị vừa ăn, nấu cho nước hơi sánh sệt, tắt lửa.. Cách dùng: Múc thịt viên ra đĩa với nước sốt, rắc phần lá cà ri còn lại lên trên, dùng kèm bánh mì hoặc cơm trắng.."
M1448,Gà xào cà ri,Giảm cân / Ăn nhẹ,99.0,"Món ăn: Gà xào cà ri. Mục tiêu: Giảm cân / Ăn nhẹ. Lượng calo: 99.0 kcal. Thời gian nấu: 25 phút. Độ khó: Dễ. Nguyên liệu chính: Nước cốt dừa, Thơm chín, Lá chanh, bột cà ri, Dầu hào, Dầu ăn, Hạt nêm ajingon heo, Ớt sừng cắt sợi, Hành tỏi băm. Sơ chế: Thịt gà cắt sợi, ướp 1/2M hành tỏi băm, 1/2m bột cà ri, 1m hạt nêm Aji-ngon®, 1M dầu hào, 2M nước cốt dừa, để thấm. Xà lách tách lấy lá nguyên, rửa sạch, để ráo. Thơm cắt sợi nhỏ cỡ thịt gà. Hành tây cắt múi cau nhỏ. Lá chanh cắt nhuyễn.. Các bước thực hiện: Cho 1M dầu ăn vào chảo, cho hành tỏi vào xào thơm, cho thịt gà vào xào săn, nếm vị vừa ăn, cho thơm và hành tây vào xào chín.Trộn đều lá chanh, ớt sừng với thịt gà. Tắt lửa.
Cho 1M dầu ăn vào chảo, cho hành tỏi vào xào thơm, cho thịt gà vào xào săn, nếm vị vừa ăn, cho thơm và hành tây vào xào chín.
Trộn đều lá chanh, ớt sừng với thịt gà. Tắt lửa.. Cách dùng: Xếp lá xà lách ra dĩa (giống bông hoa), cho thịt gà trộn lá chanh, trang trí ớt sợi và rau thơm lên trên.."
