dish_id,dish_name,health_goal,calories,main_ingredients,is_vegetarian,dish_type,rag_context
M1524,Thăn heo chiên bơ,Dinh dưỡng cân bằng,360.0,"Bơ lạt thắng trong, Thịt nạc lưng, Khoai tây, Khoai lang, Trứng gà, Bột xù, Bột mì, nước mắm AJINOMOTO Giấm gạo lên men, Xà lách, Dầu ăn, Muối, Tiêu, Hạt nêm ajingon heo, Cà chua bi",False,chiên,"Tên món: Thăn heo chiên bơ. Phân loại: Không chay. Kiểu món: chiên. Mục tiêu: Dinh dưỡng cân bằng. Calo: 360.0 kcal. Thời gian: 25. Độ khó: Dễ. Nguyên liệu chính: Bơ lạt thắng trong, Thịt nạc lưng, Khoai tây, Khoai lang, Trứng gà, Bột xù, Bột mì, nước mắm AJINOMOTO Giấm gạo lên men, Xà lách, Dầu ăn, Muối, Tiêu, Hạt nêm ajingon heo, Cà chua bi. Đặc điểm nổi bật: món không chay kiểu chiên, nổi bật với Bơ lạt thắng trong, Thịt nạc lưng, Khoai tây, Khoai lang."
M1522,Đậu rồng xào trứng,Dinh dưỡng cân bằng,200.0,"Đậu rồng, Cật heo, Lòng đỏ trứng vịt, Hành tỏi băm, Rượu trắng, Nước mắm, Hành lá, Dầu ăn, Tiêu, Hạt nêm ajingon heo, Nước tương Phú Sĩ, ngò rí, Trái ớt hiểm",False,xào,"Tên món: Đậu rồng xào trứng. Phân loại: Không chay. Kiểu món: xào. Mục tiêu: Dinh dưỡng cân bằng. Calo: 200.0 kcal. Thời gian: 15. Độ khó: Dễ. Nguyên liệu chính: Đậu rồng, Cật heo, Lòng đỏ trứng vịt, Hành tỏi băm, Rượu trắng, Nước mắm, Hành lá, Dầu ăn, Tiêu, Hạt nêm ajingon heo, Nước tương Phú Sĩ, ngò rí, Trái ớt hiểm. Đặc điểm nổi bật: món không chay kiểu xào, nổi bật với Đậu rồng, Cật heo, Lòng đỏ trứng vịt, Hành tỏi băm."
M1532,Mì vàng xốt tôm,Dinh dưỡng cân bằng,340.0,"Mì vàng cọng lớn, Mực lá, Cà rốt, Giá, nước mắm AJINOMOTO Giấm gạo lên men, Dầu ăn, Dầu điều, Tương cà, Tiêu, Nước tương Phú Sĩ, Hạt nêm ajingon heo, Hành tỏi băm, Tôm sú lột vỏ, Ớt băm, Đường",False,mì,"Tên món: Mì vàng xốt tôm. Phân loại: Không chay. Kiểu món: mì. Mục tiêu: Dinh dưỡng cân bằng. Calo: 340.0 kcal. Thời gian: 30. Độ khó: Dễ. Nguyên liệu chính: Mì vàng cọng lớn, Mực lá, Cà rốt, Giá, nước mắm AJINOMOTO Giấm gạo lên men, Dầu ăn, Dầu điều, Tương cà, Tiêu, Nước tương Phú Sĩ, Hạt nêm ajingon heo, Hành tỏi băm, Tôm sú lột vỏ, Ớt băm, Đường. Đặc điểm nổi bật: món không chay kiểu mì, nổi bật với Mì vàng cọng lớn, Mực lá, Cà rốt, Giá."
M1529,Cà tím tay cầm,Giảm cân / Ăn nhẹ,137.0,"Cà tím lớn, Nấm rơm, Muối, Tiêu, Dầu ăn, Dầu điều, Bột năng, ớt, Gừng, Nước tương Phú Sĩ, Đường",True,khác,"Tên món: Cà tím tay cầm. Phân loại: Ăn chay được. Kiểu món: khác. Mục tiêu: Giảm cân / Ăn nhẹ. Calo: 137.0 kcal. Thời gian: 30. Độ khó: Dễ. Nguyên liệu chính: Cà tím lớn, Nấm rơm, Muối, Tiêu, Dầu ăn, Dầu điều, Bột năng, ớt, Gừng, Nước tương Phú Sĩ, Đường. Đặc điểm nổi bật: món chay, nổi bật với Cà tím lớn, Nấm rơm, Muối, Tiêu."
M1531,Gà xào lăn Mayonnaise,Dinh dưỡng cân bằng,360.0,"Đùi gà, Nước cốt dừa, Lá cà ri, Nấm mèo, Sả cây, Nước mắm, Đậu phộng rang, Rau om, Dầu điều, bột cà ri, Hạt nêm ajingon heo, Tỏi băm, Ớt sừng, Hành tây, Đường",False,xào,"Tên món: Gà xào lăn Mayonnaise. Phân loại: Không chay. Kiểu món: xào. Mục tiêu: Dinh dưỡng cân bằng. Calo: 360.0 kcal. Thời gian: 25. Độ khó: Dễ. Nguyên liệu chính: Đùi gà, Nước cốt dừa, Lá cà ri, Nấm mèo, Sả cây, Nước mắm, Đậu phộng rang, Rau om, Dầu điều, bột cà ri, Hạt nêm ajingon heo, Tỏi băm, Ớt sừng, Hành tây, Đường. Đặc điểm nổi bật: món không chay kiểu xào, nổi bật với Đùi gà, Nước cốt dừa, Lá cà ri, Nấm mèo."
M1533,Sò lông chiên giòn,Dinh dưỡng cân bằng,320.0,"Sò lông, Cháo gói, Trứng gà, Cọng ngò rí băm, Sữa tươi không đường, Sữa đặc, Mè đen, Tiêu, Bột mì, Dầu ăn",False,chiên,"Tên món: Sò lông chiên giòn. Phân loại: Không chay. Kiểu món: chiên. Mục tiêu: Dinh dưỡng cân bằng. Calo: 320.0 kcal. Thời gian: 30. Độ khó: Dễ. Nguyên liệu chính: Sò lông, Cháo gói, Trứng gà, Cọng ngò rí băm, Sữa tươi không đường, Sữa đặc, Mè đen, Tiêu, Bột mì, Dầu ăn. Đặc điểm nổi bật: món không chay kiểu chiên, nổi bật với Sò lông, Cháo gói, Trứng gà, Cọng ngò rí băm."
M1503,Củ sen chiên tôm,Dinh dưỡng cân bằng,300.0,"Củ sen, Giò sống, Trứng gà, Bột xù, Bột mì, Tôm tươi, Tiêu, ớt, Hạt nêm ajingon heo, Hành, ngò rí, Tỏi bằm, Đường",False,chiên,"Tên món: Củ sen chiên tôm. Phân loại: Không chay. Kiểu món: chiên. Mục tiêu: Dinh dưỡng cân bằng. Calo: 300.0 kcal. Thời gian: 20. Độ khó: Dễ. Nguyên liệu chính: Củ sen, Giò sống, Trứng gà, Bột xù, Bột mì, Tôm tươi, Tiêu, ớt, Hạt nêm ajingon heo, Hành, ngò rí, Tỏi bằm, Đường. Đặc điểm nổi bật: món không chay kiểu chiên, nổi bật với Củ sen, Giò sống, Trứng gà, Bột xù."
M1538,Trứng hấp kiểu Nhật,Giảm cân / Ăn nhẹ,180.0,"Trứng gà, Thịt ức gà, Tôm sú, Nấm hương, Nước tương Phú Sĩ, Hạt nêm ajingon heo",False,hấp,"Tên món: Trứng hấp kiểu Nhật. Phân loại: Không chay. Kiểu món: hấp. Mục tiêu: Giảm cân / Ăn nhẹ. Calo: 180.0 kcal. Thời gian: 40. Độ khó: Dễ. Nguyên liệu chính: Trứng gà, Thịt ức gà, Tôm sú, Nấm hương, Nước tương Phú Sĩ, Hạt nêm ajingon heo. Đặc điểm nổi bật: món không chay kiểu hấp, nổi bật với Trứng gà, Thịt ức gà, Tôm sú, Nấm hương."
M1534,Vịt kho nước tương,Tăng cân / Năng lượng cao,420.0,"nước mắm AJINOMOTO Giấm gạo lên men, Vịt, Gừng, Nấm rơm, Hành tím, Hành boaro, Tiêu, Dầu ăn, Dầu điều, Nước tương Phú Sĩ, Hạt nêm ajingon heo, Ớt sừng, Đường",False,kho,"Tên món: Vịt kho nước tương. Phân loại: Không chay. Kiểu món: kho. Mục tiêu: Tăng cân / Năng lượng cao. Calo: 420.0 kcal. Thời gian: 45. Độ khó: Dễ. Nguyên liệu chính: nước mắm AJINOMOTO Giấm gạo lên men, Vịt, Gừng, Nấm rơm, Hành tím, Hành boaro, Tiêu, Dầu ăn, Dầu điều, Nước tương Phú Sĩ, Hạt nêm ajingon heo, Ớt sừng, Đường. Đặc điểm nổi bật: món không chay kiểu kho, nổi bật với nước mắm AJINOMOTO Giấm gạo lên men, Vịt, Gừng, Nấm rơm."
M1546,Mực xốt thơm,Dinh dưỡng cân bằng,320.0,"Mực ống, Nước dừa, tương xí muội, Bột năng, Dầu ăn, Ajiquick bột chiên giòn, Hạt nêm ajingon heo, Ớt băm, Tỏi băm, Đường",False,khác,"Tên món: Mực xốt thơm. Phân loại: Không chay. Kiểu món: khác. Mục tiêu: Dinh dưỡng cân bằng. Calo: 320.0 kcal. Thời gian: 15. Độ khó: Dễ. Nguyên liệu chính: Mực ống, Nước dừa, tương xí muội, Bột năng, Dầu ăn, Ajiquick bột chiên giòn, Hạt nêm ajingon heo, Ớt băm, Tỏi băm, Đường. Đặc điểm nổi bật: món không chay, nổi bật với Mực ống, Nước dừa, tương xí muội, Bột năng."
M1544,Gà chiên giòn,Dinh dưỡng cân bằng,380.0,"Đùi gà, Muối, Tiêu, Dầu ăn",False,chiên,"Tên món: Gà chiên giòn. Phân loại: Không chay. Kiểu món: chiên. Mục tiêu: Dinh dưỡng cân bằng. Calo: 380.0 kcal. Thời gian: 15. Độ khó: Dễ. Nguyên liệu chính: Đùi gà, Muối, Tiêu, Dầu ăn. Đặc điểm nổi bật: món không chay kiểu chiên, nổi bật với Đùi gà, Muối, Tiêu, Dầu ăn."
M1541,Canh bắp cải thịt xông khói,Dinh dưỡng cân bằng,260.0,"Bắp cải, Cà rốt, Nấm rơm, Hành lá, Muối, Tiêu, Hạt nêm ajingon heo, ngò rí, Tỏi băm",False,canh,"Tên món: Canh bắp cải thịt xông khói. Phân loại: Không chay. Kiểu món: canh. Mục tiêu: Dinh dưỡng cân bằng. Calo: 260.0 kcal. Thời gian: 20. Độ khó: Dễ. Nguyên liệu chính: Bắp cải, Cà rốt, Nấm rơm, Hành lá, Muối, Tiêu, Hạt nêm ajingon heo, ngò rí, Tỏi băm. Đặc điểm nổi bật: món không chay kiểu canh, nổi bật với Bắp cải, Cà rốt, Nấm rơm, Hành lá."
M1540,Phô mai que đậu phộng,Dinh dưỡng cân bằng,320.0,"Phô mai, Bột mì, Trứng gà, Đậu phộng rang, Bột xù, Dâu tây chín đỏ, Dầu ăn, Hạt nêm ajingon heo, Đường",False,khác,"Tên món: Phô mai que đậu phộng. Phân loại: Không chay. Kiểu món: khác. Mục tiêu: Dinh dưỡng cân bằng. Calo: 320.0 kcal. Thời gian: 30. Độ khó: Dễ. Nguyên liệu chính: Phô mai, Bột mì, Trứng gà, Đậu phộng rang, Bột xù, Dâu tây chín đỏ, Dầu ăn, Hạt nêm ajingon heo, Đường. Đặc điểm nổi bật: món không chay, nổi bật với Phô mai, Bột mì, Trứng gà, Đậu phộng rang."
M0527,Nấm đùi gà kho gừng,Dinh dưỡng cân bằng,270.0,"Hành lá, Nấm đùi gà, Nấm đông cô khô, Ớt sừng, ngò rí, Tiêu, Dầu điều, Dầu ăn, Nước tương Phú Sĩ",False,kho,"Tên món: Nấm đùi gà kho gừng. Phân loại: Không chay. Kiểu món: kho. Mục tiêu: Dinh dưỡng cân bằng. Calo: 270.0 kcal. Thời gian: 20. Độ khó: Dễ. Nguyên liệu chính: Hành lá, Nấm đùi gà, Nấm đông cô khô, Ớt sừng, ngò rí, Tiêu, Dầu điều, Dầu ăn, Nước tương Phú Sĩ. Đặc điểm nổi bật: món không chay kiểu kho, nổi bật với Hành lá, Nấm đùi gà, Nấm đông cô khô, Ớt sừng."
M1542,Thịt viên nấu sữa tươi,Dinh dưỡng cân bằng,300.0,"Giò sống, Đậu cô ve, Khoai tây, Cà rốt, Tôm sú, ngò rí, Muối, Tiêu, Hạt nêm ajingon heo, Hành tây bi, đường Hạt nêm",False,khác,"Tên món: Thịt viên nấu sữa tươi. Phân loại: Không chay. Kiểu món: khác. Mục tiêu: Dinh dưỡng cân bằng. Calo: 300.0 kcal. Thời gian: 30. Độ khó: Dễ. Nguyên liệu chính: Giò sống, Đậu cô ve, Khoai tây, Cà rốt, Tôm sú, ngò rí, Muối, Tiêu, Hạt nêm ajingon heo, Hành tây bi, đường Hạt nêm. Đặc điểm nổi bật: món không chay, nổi bật với Giò sống, Đậu cô ve, Khoai tây, Cà rốt."
M1549,Lươn xào lăn,Dinh dưỡng cân bằng,360.0,"Nguyên liệu Thịt lươn, Dừa khô nạo, Đậu phộng rang, nước mắm AJINOMOTO Giấm gạo lên men, Sả, Rau om, ngò gai, Bún tàu, Nấm mèo, Dầu ăn, Dầu điều, Muối, Tiêu, bột cà ri, Hạt nêm ajingon heo, Hành tỏi băm, Ớt sừng, Ớt sừng, Hành tây, Đường",False,xào,"Tên món: Lươn xào lăn. Phân loại: Không chay. Kiểu món: xào. Mục tiêu: Dinh dưỡng cân bằng. Calo: 360.0 kcal. Thời gian: 20. Độ khó: Dễ. Nguyên liệu chính: Nguyên liệu Thịt lươn, Dừa khô nạo, Đậu phộng rang, nước mắm AJINOMOTO Giấm gạo lên men, Sả, Rau om, ngò gai, Bún tàu, Nấm mèo, Dầu ăn, Dầu điều, Muối, Tiêu, bột cà ri, Hạt nêm ajingon heo, Hành tỏi băm, Ớt sừng, Ớt sừng, Hành tây, Đường. Đặc điểm nổi bật: món không chay kiểu xào, nổi bật với Nguyên liệu Thịt lươn, Dừa khô nạo, Đậu phộng rang, nước mắm AJINOMOTO Giấm gạo lên men."
M1564,Cá lăng kho củ nén,Dinh dưỡng cân bằng,340.0,"Thơm, Thịt ba chỉ, Nước dừa tươi, Nước mắm, Hành lá, Muối, Tiêu, Dầu điều, Dầu ăn, Hành tỏi băm, Đường, Ớt sừng, Ớt sừng",False,kho,"Tên món: Cá lăng kho củ nén. Phân loại: Không chay. Kiểu món: kho. Mục tiêu: Dinh dưỡng cân bằng. Calo: 340.0 kcal. Thời gian: 30. Độ khó: Dễ. Nguyên liệu chính: Thơm, Thịt ba chỉ, Nước dừa tươi, Nước mắm, Hành lá, Muối, Tiêu, Dầu điều, Dầu ăn, Hành tỏi băm, Đường, Ớt sừng, Ớt sừng. Đặc điểm nổi bật: món không chay kiểu kho, nổi bật với Thơm, Thịt ba chỉ, Nước dừa tươi, Nước mắm."
M1550,Gan xốt mật ong,Dinh dưỡng cân bằng,340.0,"Gan heo, Hành lá, Tỏi băm, Ớt chuông đỏ, Rượu trắng, Dầu ăn, Mật ong, Tiêu, Nước gừng, Ngũ vị hương, Bột năng, Hạt nêm ajingon heo, Nước tương Phú Sĩ",False,khác,"Tên món: Gan xốt mật ong. Phân loại: Không chay. Kiểu món: khác. Mục tiêu: Dinh dưỡng cân bằng. Calo: 340.0 kcal. Thời gian: 15. Độ khó: Dễ. Nguyên liệu chính: Gan heo, Hành lá, Tỏi băm, Ớt chuông đỏ, Rượu trắng, Dầu ăn, Mật ong, Tiêu, Nước gừng, Ngũ vị hương, Bột năng, Hạt nêm ajingon heo, Nước tương Phú Sĩ. Đặc điểm nổi bật: món không chay, nổi bật với Gan heo, Hành lá, Tỏi băm, Ớt chuông đỏ."
M1297,Sandwiches bò xốt mè rang,Dinh dưỡng cân bằng,400.0,"Bánh mì sandwiches, Thịt lõi vai bò Mỹ, Tôm khô, Xà lách, Dưa leo, Cà chua, Tiêu, Tỏi, Ngò rí băm, Hành tây",False,sandwich,"Tên món: Sandwiches bò xốt mè rang. Phân loại: Không chay. Kiểu món: sandwich. Mục tiêu: Dinh dưỡng cân bằng. Calo: 400.0 kcal. Thời gian: 10. Độ khó: Dễ. Nguyên liệu chính: Bánh mì sandwiches, Thịt lõi vai bò Mỹ, Tôm khô, Xà lách, Dưa leo, Cà chua, Tiêu, Tỏi, Ngò rí băm, Hành tây. Đặc điểm nổi bật: món không chay kiểu sandwich, nổi bật với Bánh mì sandwiches, Thịt lõi vai bò Mỹ, Tôm khô, Xà lách."
M1551,Ốc nhồi hấp xả,Dinh dưỡng cân bằng,260.0,"Ốc bươu, Thịt giò sống, Nấm mèo, Hành lá, Hạt nêm ajingon heo, Sả băm, Gừng băm, Hành tỏi băm, Ớt băm, Chanh",False,hấp,"Tên món: Ốc nhồi hấp xả. Phân loại: Không chay. Kiểu món: hấp. Mục tiêu: Dinh dưỡng cân bằng. Calo: 260.0 kcal. Thời gian: 25. Độ khó: Dễ. Nguyên liệu chính: Ốc bươu, Thịt giò sống, Nấm mèo, Hành lá, Hạt nêm ajingon heo, Sả băm, Gừng băm, Hành tỏi băm, Ớt băm, Chanh. Đặc điểm nổi bật: món không chay kiểu hấp, nổi bật với Ốc bươu, Thịt giò sống, Nấm mèo, Hành lá."
M0146,Gỏi ngó sen tôm thịt,Dinh dưỡng cân bằng,230.0,"Cần tàu, Thịt ba chỉ, Cà rốt, Tôm sú, Ngó sen ngòi viết, Nước cốt chanh, Nước mắm, nước mắm AJINOMOTO Giấm gạo lên men, Đậu phộng rang, Muối, Rau răm, Hành phi, Tiêu, Ớt sừng cắt sợi, Tỏi ớt băm, Chanh, Đường",False,gỏi,"Tên món: Gỏi ngó sen tôm thịt. Phân loại: Không chay. Kiểu món: gỏi. Mục tiêu: Dinh dưỡng cân bằng. Calo: 230.0 kcal. Thời gian: 20. Độ khó: Dễ. Nguyên liệu chính: Cần tàu, Thịt ba chỉ, Cà rốt, Tôm sú, Ngó sen ngòi viết, Nước cốt chanh, Nước mắm, nước mắm AJINOMOTO Giấm gạo lên men, Đậu phộng rang, Muối, Rau răm, Hành phi, Tiêu, Ớt sừng cắt sợi, Tỏi ớt băm, Chanh, Đường. Đặc điểm nổi bật: món không chay kiểu gỏi, nổi bật với Cần tàu, Thịt ba chỉ, Cà rốt, Tôm sú."
M1556,Canh nấm rong biển,Giảm cân / Ăn nhẹ,140.0,"Giò sống, Nấm kim châm, Nấm rơm, Cà rốt, Rong biển, Nấm hương, Tần ô, Tôm sú, Hành lá, bột bắp, ớt, Muối, Tiêu, Hạt nêm ajingon heo, Nước tương Phú Sĩ, ngò rí",False,canh,"Tên món: Canh nấm rong biển. Phân loại: Không chay. Kiểu món: canh. Mục tiêu: Giảm cân / Ăn nhẹ. Calo: 140.0 kcal. Thời gian: 30. Độ khó: Dễ. Nguyên liệu chính: Giò sống, Nấm kim châm, Nấm rơm, Cà rốt, Rong biển, Nấm hương, Tần ô, Tôm sú, Hành lá, bột bắp, ớt, Muối, Tiêu, Hạt nêm ajingon heo, Nước tương Phú Sĩ, ngò rí. Đặc điểm nổi bật: món không chay kiểu canh, nổi bật với Giò sống, Nấm kim châm, Nấm rơm, Cà rốt."
M1555,Canh tôm bắp viên,Giảm cân / Ăn nhẹ,180.0,"Nấm rơm, Giò sống, Bắp mỹ, Su hào, Cà rốt, Tôm đất, ngò rí, Hành lá, Tiêu, Hạt nêm ajingon heo",False,canh,"Tên món: Canh tôm bắp viên. Phân loại: Không chay. Kiểu món: canh. Mục tiêu: Giảm cân / Ăn nhẹ. Calo: 180.0 kcal. Thời gian: 30. Độ khó: Dễ. Nguyên liệu chính: Nấm rơm, Giò sống, Bắp mỹ, Su hào, Cà rốt, Tôm đất, ngò rí, Hành lá, Tiêu, Hạt nêm ajingon heo. Đặc điểm nổi bật: món không chay kiểu canh, nổi bật với Nấm rơm, Giò sống, Bắp mỹ, Su hào."
M1561,Cồi sò điệp chiên khoai,Dinh dưỡng cân bằng,320.0,"Khoai lang ruột vàng, Cồi sò điệp lớn, nước mắm chua ngọt, Dùng kèm salad, Rau thơm, Tiêu, Dầu ăn, Ajiquick bột chiên giòn",False,chiên,"Tên món: Cồi sò điệp chiên khoai. Phân loại: Không chay. Kiểu món: chiên. Mục tiêu: Dinh dưỡng cân bằng. Calo: 320.0 kcal. Thời gian: 4. Độ khó: Dễ. Nguyên liệu chính: Khoai lang ruột vàng, Cồi sò điệp lớn, nước mắm chua ngọt, Dùng kèm salad, Rau thơm, Tiêu, Dầu ăn, Ajiquick bột chiên giòn. Đặc điểm nổi bật: món không chay kiểu chiên, nổi bật với Khoai lang ruột vàng, Cồi sò điệp lớn, nước mắm chua ngọt, Dùng kèm salad."
M1562,Cháo thịt bò trứng muối,Dinh dưỡng cân bằng,320.0,"Thịt bò, Gạo tẻ, Gạo nếp, Hành tím, Trứng vịt muối, Hành lá, Tiêu, Muối, Dầu ăn, Hạt nêm ajingon heo, ngò rí",False,cháo,"Tên món: Cháo thịt bò trứng muối. Phân loại: Không chay. Kiểu món: cháo. Mục tiêu: Dinh dưỡng cân bằng. Calo: 320.0 kcal. Thời gian: 45. Độ khó: Dễ. Nguyên liệu chính: Thịt bò, Gạo tẻ, Gạo nếp, Hành tím, Trứng vịt muối, Hành lá, Tiêu, Muối, Dầu ăn, Hạt nêm ajingon heo, ngò rí. Đặc điểm nổi bật: món không chay kiểu cháo, nổi bật với Thịt bò, Gạo tẻ, Gạo nếp, Hành tím."
M1558,Gà kho chao Mayonnaise,Dinh dưỡng cân bằng,380.0,"Đùi gà, Khoai môn, Nước dừa tươi, Hành tím băm, Chao trắng, Chao đỏ, Tỏi băm, Sa tế tôm, Dầu ăn, Hạt nêm ajingon heo, Đường",False,kho,"Tên món: Gà kho chao Mayonnaise. Phân loại: Không chay. Kiểu món: kho. Mục tiêu: Dinh dưỡng cân bằng. Calo: 380.0 kcal. Thời gian: 30. Độ khó: Dễ. Nguyên liệu chính: Đùi gà, Khoai môn, Nước dừa tươi, Hành tím băm, Chao trắng, Chao đỏ, Tỏi băm, Sa tế tôm, Dầu ăn, Hạt nêm ajingon heo, Đường. Đặc điểm nổi bật: món không chay kiểu kho, nổi bật với Đùi gà, Khoai môn, Nước dừa tươi, Hành tím băm."
M1725,Cá lăng kho cà bi,Dinh dưỡng cân bằng,320.0,"Dừa tươi, Cà chua bi, Hành tỏi băm, Nước mắm, Hành lá, Muối, Tiêu, Dầu ăn, Hạt nêm ajingon heo, Ớt sừng, Đường",False,kho,"Tên món: Cá lăng kho cà bi. Phân loại: Không chay. Kiểu món: kho. Mục tiêu: Dinh dưỡng cân bằng. Calo: 320.0 kcal. Thời gian: 25. Độ khó: Dễ. Nguyên liệu chính: Dừa tươi, Cà chua bi, Hành tỏi băm, Nước mắm, Hành lá, Muối, Tiêu, Dầu ăn, Hạt nêm ajingon heo, Ớt sừng, Đường. Đặc điểm nổi bật: món không chay kiểu kho, nổi bật với Dừa tươi, Cà chua bi, Hành tỏi băm, Nước mắm."
M1560,Phở gà,Tăng cân / Năng lượng cao,500.0,"Lá chanh Bắc, Cần Tây, Thịt gà, Hành tím, Sá sùng, Hành boaro, Đường phèn, Bánh phở, Gừng, Nước mắm, Tiêu sọ xay, Hành lá, ngò gai, Hạt nêm ajingon heo, tương ớt Bắc, rễ ngò, Chanh, Ớt sừng, Hành tây",False,phở,"Tên món: Phở gà. Phân loại: Không chay. Kiểu món: phở. Mục tiêu: Tăng cân / Năng lượng cao. Calo: 500.0 kcal. Thời gian: 180. Độ khó: Dễ. Nguyên liệu chính: Lá chanh Bắc, Cần Tây, Thịt gà, Hành tím, Sá sùng, Hành boaro, Đường phèn, Bánh phở, Gừng, Nước mắm, Tiêu sọ xay, Hành lá, ngò gai, Hạt nêm ajingon heo, tương ớt Bắc, rễ ngò, Chanh, Ớt sừng, Hành tây. Đặc điểm nổi bật: món không chay kiểu phở, nổi bật với Lá chanh Bắc, Cần Tây, Thịt gà, Hành tím."
M0464,Sò điệp xào cần tây,Giảm cân / Ăn nhẹ,134.0,"Cần Tây, Cà rốt, Bông cải trắng, Cồi sò điệp, Nấm đông cô tươi, Nước gừng, Dầu ăn, Tiêu, bột bắp, Dầu hào, Nước tương Phú Sĩ, Hành tỏi băm, Đường",False,xào,"Tên món: Sò điệp xào cần tây. Phân loại: Không chay. Kiểu món: xào. Mục tiêu: Giảm cân / Ăn nhẹ. Calo: 134.0 kcal. Thời gian: 10. Độ khó: Dễ. Nguyên liệu chính: Cần Tây, Cà rốt, Bông cải trắng, Cồi sò điệp, Nấm đông cô tươi, Nước gừng, Dầu ăn, Tiêu, bột bắp, Dầu hào, Nước tương Phú Sĩ, Hành tỏi băm, Đường. Đặc điểm nổi bật: món không chay kiểu xào, nổi bật với Cần Tây, Cà rốt, Bông cải trắng, Cồi sò điệp."
M1251,Cá nục kho thơm,Dinh dưỡng cân bằng,301.0,"nước màu, Dầu điều, Hành lá, Nước mắm, Tiêu, Muối, Ớt bột, Ớt sừng",False,kho,"Tên món: Cá nục kho thơm. Phân loại: Không chay. Kiểu món: kho. Mục tiêu: Dinh dưỡng cân bằng. Calo: 301.0 kcal. Thời gian: 30. Độ khó: Dễ. Nguyên liệu chính: nước màu, Dầu điều, Hành lá, Nước mắm, Tiêu, Muối, Ớt bột, Ớt sừng. Đặc điểm nổi bật: món không chay kiểu kho, nổi bật với nước màu, Dầu điều, Hành lá, Nước mắm."
M1566,Lẩu nấm gà,Dinh dưỡng cân bằng,300.0,"Gà ta, Cải thảo, Cà rốt, Nấm đùi gà, Nấm hương khô, Tần ô, Xà lách xoong, Mì trứng, Muối, Gừng, Hành phi, Hạt nêm ajingon heo, Đường",False,lẩu,"Tên món: Lẩu nấm gà. Phân loại: Không chay. Kiểu món: lẩu. Mục tiêu: Dinh dưỡng cân bằng. Calo: 300.0 kcal. Thời gian: 15. Độ khó: Dễ. Nguyên liệu chính: Gà ta, Cải thảo, Cà rốt, Nấm đùi gà, Nấm hương khô, Tần ô, Xà lách xoong, Mì trứng, Muối, Gừng, Hành phi, Hạt nêm ajingon heo, Đường. Đặc điểm nổi bật: món không chay kiểu lẩu, nổi bật với Gà ta, Cải thảo, Cà rốt, Nấm đùi gà."
M1567,Cải thảo xào sò điệp,Giảm cân / Ăn nhẹ,99.0,"Cải thảo, Cà rốt, Gừng, Sò điệp, Muối, Tiêu, Bột năng, Dầu ăn, Nước tương Phú Sĩ, ngò rí, Tỏi băm, Đậu Hà Lan trái, Đường",False,xào,"Tên món: Cải thảo xào sò điệp. Phân loại: Không chay. Kiểu món: xào. Mục tiêu: Giảm cân / Ăn nhẹ. Calo: 99.0 kcal. Thời gian: 15. Độ khó: Dễ. Nguyên liệu chính: Cải thảo, Cà rốt, Gừng, Sò điệp, Muối, Tiêu, Bột năng, Dầu ăn, Nước tương Phú Sĩ, ngò rí, Tỏi băm, Đậu Hà Lan trái, Đường. Đặc điểm nổi bật: món không chay kiểu xào, nổi bật với Cải thảo, Cà rốt, Gừng, Sò điệp."
M1573,Gà lúc lắc phủ hạnh nhân,Tăng cân / Năng lượng cao,420.0,"Nước dừa tươi, Thơm, nước mắm AJINOMOTO Giấm gạo lên men, Rượu trắng, Hạnh nhân căt lát, Dầu hào, Tương cà, Mật ong, Tiêu, Dầu ăn, Hạt nêm ajingon heo, ngò rí, Gừng băm, Hành tỏi băm, Hành tây",False,khác,"Tên món: Gà lúc lắc phủ hạnh nhân. Phân loại: Không chay. Kiểu món: khác. Mục tiêu: Tăng cân / Năng lượng cao. Calo: 420.0 kcal. Thời gian: 40. Độ khó: Dễ. Nguyên liệu chính: Nước dừa tươi, Thơm, nước mắm AJINOMOTO Giấm gạo lên men, Rượu trắng, Hạnh nhân căt lát, Dầu hào, Tương cà, Mật ong, Tiêu, Dầu ăn, Hạt nêm ajingon heo, ngò rí, Gừng băm, Hành tỏi băm, Hành tây. Đặc điểm nổi bật: món không chay, nổi bật với Nước dừa tươi, Thơm, nước mắm AJINOMOTO Giấm gạo lên men, Rượu trắng."
M1574,Gà nấu đông,Dinh dưỡng cân bằng,280.0,"Nấm hương, Thịt ức gà, Da heo, Chân gà, Cà rốt, Đậu Hà Lan, Nấm mèo, Hành tím, Muối, tiêu sọ, Hạt nêm ajingon heo",False,khác,"Tên món: Gà nấu đông. Phân loại: Không chay. Kiểu món: khác. Mục tiêu: Dinh dưỡng cân bằng. Calo: 280.0 kcal. Thời gian: 50. Độ khó: Dễ. Nguyên liệu chính: Nấm hương, Thịt ức gà, Da heo, Chân gà, Cà rốt, Đậu Hà Lan, Nấm mèo, Hành tím, Muối, tiêu sọ, Hạt nêm ajingon heo. Đặc điểm nổi bật: món không chay, nổi bật với Nấm hương, Thịt ức gà, Da heo, Chân gà."
